 0.000000 0.000000 0.000000 0.014789 
 0.000000 0.000000 0.025259 0.014789 
 0.000000 0.000000 0.050518 0.014789 
 0.000000 0.000000 0.075777 0.014789 
 0.000000 0.000000 0.101036 0.014789 
 0.000000 0.000000 0.126295 0.014789 
 0.000000 0.000000 0.151554 0.014789 
 0.000000 0.000000 0.176814 0.014789 
 0.000000 0.000000 0.202073 0.014789 
 0.000000 0.000000 0.227332 0.014789 
 0.000000 0.000000 0.252591 0.014789 
 0.000000 0.000000 0.277850 0.014789 
 0.000000 0.000000 0.303109 0.014789 
 0.000000 0.000000 0.328368 0.014789 
 0.000000 0.000000 0.353627 0.014789 
 0.000000 0.000000 0.378886 0.014789 
 0.000000 0.000000 0.404145 0.014789 
 0.000000 0.000000 0.429404 0.014789 
 0.000000 0.000000 0.454663 0.014789 
 0.000000 0.000000 0.479922 0.014789 
 0.000000 0.000000 0.505181 0.014789 
 0.000000 0.000000 0.530441 0.014789 
 0.000000 0.000000 0.555700 0.014789 
 0.000000 0.000000 0.580959 0.014789 
 0.000000 0.000000 0.606218 0.014789 
 0.000000 0.000000 0.631477 0.014789 
 0.000000 0.000000 0.656736 0.014789 
 0.000000 0.000000 0.681995 0.014789 
 0.000000 0.000000 0.707254 0.014789 
 0.000000 0.000000 0.732513 0.014789 
 0.000000 0.000000 0.757772 0.014789 
 0.000000 0.000000 0.783031 0.014789 
 0.000000 0.025259 0.000000 0.020799 
 0.000000 0.025259 0.025259 0.020799 
 0.000000 0.025259 0.050518 0.020799 
 0.000000 0.025259 0.075777 0.020799 
 0.000000 0.025259 0.101036 0.020799 
 0.000000 0.025259 0.126295 0.020799 
 0.000000 0.025259 0.151554 0.020799 
 0.000000 0.025259 0.176814 0.020799 
 0.000000 0.025259 0.202073 0.020799 
 0.000000 0.025259 0.227332 0.020799 
 0.000000 0.025259 0.252591 0.020799 
 0.000000 0.025259 0.277850 0.020799 
 0.000000 0.025259 0.303109 0.020799 
 0.000000 0.025259 0.328368 0.020799 
 0.000000 0.025259 0.353627 0.020799 
 0.000000 0.025259 0.378886 0.020799 
 0.000000 0.025259 0.404145 0.020799 
 0.000000 0.025259 0.429404 0.020799 
 0.000000 0.025259 0.454663 0.020799 
 0.000000 0.025259 0.479922 0.020799 
 0.000000 0.025259 0.505181 0.020799 
 0.000000 0.025259 0.530441 0.020799 
 0.000000 0.025259 0.555700 0.020799 
 0.000000 0.025259 0.580959 0.020799 
 0.000000 0.025259 0.606218 0.020799 
 0.000000 0.025259 0.631477 0.020799 
 0.000000 0.025259 0.656736 0.020799 
 0.000000 0.025259 0.681995 0.020799 
 0.000000 0.025259 0.707254 0.020799 
 0.000000 0.025259 0.732513 0.020799 
 0.000000 0.025259 0.757772 0.020799 
 0.000000 0.025259 0.783031 0.020799 
 0.000000 0.050518 0.000000 0.038346 
 0.000000 0.050518 0.025259 0.038346 
 0.000000 0.050518 0.050518 0.038346 
 0.000000 0.050518 0.075777 0.038346 
 0.000000 0.050518 0.101036 0.038346 
 0.000000 0.050518 0.126295 0.038346 
 0.000000 0.050518 0.151554 0.038346 
 0.000000 0.050518 0.176814 0.038346 
 0.000000 0.050518 0.202073 0.038346 
 0.000000 0.050518 0.227332 0.038346 
 0.000000 0.050518 0.252591 0.038346 
 0.000000 0.050518 0.277850 0.038346 
 0.000000 0.050518 0.303109 0.038346 
 0.000000 0.050518 0.328368 0.038346 
 0.000000 0.050518 0.353627 0.038346 
 0.000000 0.050518 0.378886 0.038346 
 0.000000 0.050518 0.404145 0.038346 
 0.000000 0.050518 0.429404 0.038346 
 0.000000 0.050518 0.454663 0.038346 
 0.000000 0.050518 0.479922 0.038346 
 0.000000 0.050518 0.505181 0.038346 
 0.000000 0.050518 0.530441 0.038346 
 0.000000 0.050518 0.555700 0.038346 
 0.000000 0.050518 0.580959 0.038346 
 0.000000 0.050518 0.606218 0.038346 
 0.000000 0.050518 0.631477 0.038346 
 0.000000 0.050518 0.656736 0.038346 
 0.000000 0.050518 0.681995 0.038346 
 0.000000 0.050518 0.707254 0.038346 
 0.000000 0.050518 0.732513 0.038346 
 0.000000 0.050518 0.757772 0.038346 
 0.000000 0.050518 0.783031 0.038346 
 0.000000 0.075777 0.000000 0.063296 
 0.000000 0.075777 0.025259 0.063296 
 0.000000 0.075777 0.050518 0.063296 
 0.000000 0.075777 0.075777 0.063296 
 0.000000 0.075777 0.101036 0.063296 
 0.000000 0.075777 0.126295 0.063296 
 0.000000 0.075777 0.151554 0.063296 
 0.000000 0.075777 0.176814 0.063296 
 0.000000 0.075777 0.202073 0.063296 
 0.000000 0.075777 0.227332 0.063296 
 0.000000 0.075777 0.252591 0.063296 
 0.000000 0.075777 0.277850 0.063296 
 0.000000 0.075777 0.303109 0.063296 
 0.000000 0.075777 0.328368 0.063296 
 0.000000 0.075777 0.353627 0.063296 
 0.000000 0.075777 0.378886 0.063296 
 0.000000 0.075777 0.404145 0.063296 
 0.000000 0.075777 0.429404 0.063296 
 0.000000 0.075777 0.454663 0.063296 
 0.000000 0.075777 0.479922 0.063296 
 0.000000 0.075777 0.505181 0.063296 
 0.000000 0.075777 0.530441 0.063296 
 0.000000 0.075777 0.555700 0.063296 
 0.000000 0.075777 0.580959 0.063296 
 0.000000 0.075777 0.606218 0.063296 
 0.000000 0.075777 0.631477 0.063296 
 0.000000 0.075777 0.656736 0.063296 
 0.000000 0.075777 0.681995 0.063296 
