0.000000 0.000000 0.000000 0.998159 0.001842 1.000001
0.000000 0.000000 0.025259 0.998159 0.001842 1.000001
0.000000 0.000000 0.050518 0.998159 0.001842 1.000001
0.000000 0.000000 0.075777 0.998159 0.001842 1.000001
0.000000 0.000000 0.101036 0.998159 0.001842 1.000001
0.000000 0.000000 0.126295 0.998159 0.001842 1.000001
0.000000 0.000000 0.151554 0.998159 0.001842 1.000001
0.000000 0.000000 0.176814 0.998159 0.001842 1.000001
0.000000 0.000000 0.202073 0.998159 0.001842 1.000001
0.000000 0.000000 0.227332 0.998159 0.001842 1.000001
0.000000 0.000000 0.252591 0.998159 0.001842 1.000001
0.000000 0.000000 0.277850 0.998159 0.001842 1.000001
0.000000 0.000000 0.303109 0.998159 0.001842 1.000001
0.000000 0.000000 0.328368 0.998159 0.001842 1.000001
0.000000 0.000000 0.353627 0.998159 0.001842 1.000001
0.000000 0.000000 0.378886 0.998159 0.001842 1.000001
0.000000 0.000000 0.404145 0.998159 0.001842 1.000001
0.000000 0.000000 0.429404 0.998159 0.001842 1.000001
0.000000 0.000000 0.454663 0.998159 0.001842 1.000001
0.000000 0.000000 0.479922 0.998159 0.001842 1.000001
0.000000 0.000000 0.505181 0.998159 0.001842 1.000001
0.000000 0.000000 0.530441 0.998159 0.001842 1.000001
0.000000 0.000000 0.555700 0.998159 0.001842 1.000001
0.000000 0.000000 0.580959 0.998159 0.001842 1.000001
0.000000 0.000000 0.606218 0.998159 0.001842 1.000001
0.000000 0.000000 0.631477 0.998159 0.001842 1.000001
0.000000 0.000000 0.656736 0.998159 0.001842 1.000001
0.000000 0.000000 0.681995 0.998159 0.001842 1.000001
0.000000 0.000000 0.707254 0.998159 0.001842 1.000001
0.000000 0.000000 0.732513 0.998159 0.001842 1.000001
0.000000 0.000000 0.757772 0.998159 0.001842 1.000001
0.000000 0.000000 0.783031 0.998159 0.001842 1.000001
0.000000 0.025259 0.000000 0.998283 0.001721 1.000004
0.000000 0.025259 0.025259 0.998283 0.001721 1.000004
0.000000 0.025259 0.050518 0.998283 0.001721 1.000004
0.000000 0.025259 0.075777 0.998283 0.001721 1.000004
0.000000 0.025259 0.101036 0.998283 0.001721 1.000004
0.000000 0.025259 0.126295 0.998283 0.001721 1.000004
0.000000 0.025259 0.151554 0.998283 0.001721 1.000004
0.000000 0.025259 0.176814 0.998283 0.001721 1.000004
0.000000 0.025259 0.202073 0.998283 0.001721 1.000004
0.000000 0.025259 0.227332 0.998283 0.001721 1.000004
0.000000 0.025259 0.252591 0.998283 0.001721 1.000004
0.000000 0.025259 0.277850 0.998283 0.001721 1.000004
0.000000 0.025259 0.303109 0.998283 0.001721 1.000004
0.000000 0.025259 0.328368 0.998283 0.001721 1.000004
0.000000 0.025259 0.353627 0.998283 0.001721 1.000004
0.000000 0.025259 0.378886 0.998283 0.001721 1.000004
0.000000 0.025259 0.404145 0.998283 0.001721 1.000004
0.000000 0.025259 0.429404 0.998283 0.001721 1.000004
0.000000 0.025259 0.454663 0.998283 0.001721 1.000004
0.000000 0.025259 0.479922 0.998283 0.001721 1.000004
0.000000 0.025259 0.505181 0.998283 0.001721 1.000004
0.000000 0.025259 0.530441 0.998283 0.001721 1.000004
0.000000 0.025259 0.555700 0.998283 0.001721 1.000004
0.000000 0.025259 0.580959 0.998283 0.001721 1.000004
0.000000 0.025259 0.606218 0.998283 0.001721 1.000004
0.000000 0.025259 0.631477 0.998283 0.001721 1.000004
0.000000 0.025259 0.656736 0.998283 0.001721 1.000004
0.000000 0.025259 0.681995 0.998283 0.001721 1.000004
0.000000 0.025259 0.707254 0.998283 0.001721 1.000004
0.000000 0.025259 0.732513 0.998283 0.001721 1.000004
0.000000 0.025259 0.757772 0.998283 0.001721 1.000004
0.000000 0.025259 0.783031 0.998283 0.001721 1.000004
0.000000 0.050518 0.000000 0.997265 0.002739 1.000004
0.000000 0.050518 0.025259 0.997265 0.002739 1.000004
0.000000 0.050518 0.050518 0.997265 0.002739 1.000004
0.000000 0.050518 0.075777 0.997265 0.002739 1.000004
0.000000 0.050518 0.101036 0.997265 0.002739 1.000004
0.000000 0.050518 0.126295 0.997265 0.002739 1.000004
0.000000 0.050518 0.151554 0.997265 0.002739 1.000004
0.000000 0.050518 0.176814 0.997265 0.002739 1.000004
0.000000 0.050518 0.202073 0.997265 0.002739 1.000004
0.000000 0.050518 0.227332 0.997265 0.002739 1.000004
0.000000 0.050518 0.252591 0.997265 0.002739 1.000004
0.000000 0.050518 0.277850 0.997265 0.002739 1.000004
0.000000 0.050518 0.303109 0.997265 0.002739 1.000004
0.000000 0.050518 0.328368 0.997265 0.002739 1.000004
0.000000 0.050518 0.353627 0.997265 0.002739 1.000004
0.000000 0.050518 0.378886 0.997265 0.002739 1.000004
0.000000 0.050518 0.404145 0.997265 0.002739 1.000004
0.000000 0.050518 0.429404 0.997265 0.002739 1.000004
0.000000 0.050518 0.454663 0.997265 0.002739 1.000004
0.000000 0.050518 0.479922 0.997265 0.002739 1.000004
0.000000 0.050518 0.505181 0.997265 0.002739 1.000004
0.000000 0.050518 0.530441 0.997265 0.002739 1.000004
0.000000 0.050518 0.555700 0.997265 0.002739 1.000004
0.000000 0.050518 0.580959 0.997265 0.002739 1.000004
0.000000 0.050518 0.606218 0.997265 0.002739 1.000004
0.000000 0.050518 0.631477 0.997265 0.002739 1.000004
0.000000 0.050518 0.656736 0.997265 0.002739 1.000004
0.000000 0.050518 0.681995 0.997265 0.002739 1.000004
0.000000 0.050518 0.707254 0.997265 0.002739 1.000004
0.000000 0.050518 0.732513 0.997265 0.002739 1.000004
0.000000 0.050518 0.757772 0.997265 0.002739 1.000004
0.000000 0.050518 0.783031 0.997265 0.002739 1.000004
